ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Days_Since_Customer,Total_Spending,Income_segment,Spending_segment,Recency_segment
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,485,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,485,1104,High income,High spending,Inactive
10022,1973,PhD,Single,54466.0,1,1,2014-02-09,140,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,140,16,Normal income,Low spending,Recent
7451,1960,Master,Single,98777.0,0,0,2014-02-17,132,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,132,2008,High income,High spending,Recent
11010,1984,PhD,Single,16269.0,1,0,2013-08-30,303,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,303,44,Low income,Low spending,Moderate
4356,1971,Graduation,Together,71819.0,0,1,2013-08-28,305,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,305,1574,High income,High spending,Moderate
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,256,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,256,63,Low income,Low spending,Moderate
1175,1983,Master,Married,36262.0,0,0,2013-09-20,282,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,282,426,Low income,Normal spending,Moderate
880,1966,Basic,Together,22634.0,0,0,2013-01-16,529,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,529,96,Low income,Low spending,Inactive
2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,290,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,290,635,Normal income,Normal spending,Moderate
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,266,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,266,757,High income,Normal spending,Moderate
4713,1979,PhD,Married,31605.0,1,0,2012-11-22,584,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,584,125,Low income,Normal spending,Inactive
675,1973,Master,Divorced,52034.0,1,1,2013-05-17,408,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,408,332,Normal income,Normal spending,Moderate
5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,187,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,187,135,Normal income,Normal spending,Recent
2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,588,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,588,330,Normal income,Normal spending,Inactive
5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,558,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,558,384,Low income,Normal spending,Inactive
6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,690,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,690,1722,High income,High spending,Inactive
1010,1977,Graduation,Together,46931.0,2,1,2014-04-24,66,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,66,78,Normal income,Low spending,Recent
8977,1985,Basic,Single,16581.0,0,0,2013-01-12,533,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,533,24,Low income,Low spending,Inactive
4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,191,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,191,1168,High income,High spending,Recent
3412,1951,Master,Married,67381.0,0,1,2013-01-15,530,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,530,957,High income,High spending,Inactive
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,262,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,262,15,Low income,Low spending,Moderate
5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,22,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,22,57,Normal income,Low spending,Recent
2975,1976,Graduation,Together,85606.0,0,1,2012-11-12,594,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,594,1956,High income,High spending,Inactive
2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,243,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,243,2013,High income,High spending,Recent
7613,1974,2n Cycle,Together,49669.0,1,0,2014-05-24,36,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,36,326,Normal income,Normal spending,Recent
10542,1968,PhD,Married,36778.0,1,1,2012-08-05,693,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,693,77,Low income,Low spending,Inactive
8015,1962,PhD,Divorced,85696.0,0,0,2013-05-03,422,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,422,1313,High income,High spending,Moderate
10617,1989,Master,Divorced,10979.0,0,0,2014-05-22,38,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,38,30,Low income,Low spending,Recent
11166,1961,Graduation,Married,49678.0,0,1,2013-02-02,512,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,512,315,Normal income,Normal spending,Inactive
849,1953,Master,Together,56129.0,0,1,2013-06-20,374,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,374,660,Normal income,Normal spending,Moderate
523,1989,Graduation,Married,37155.0,1,0,2013-01-31,514,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,514,74,Low income,Low spending,Inactive
4066,1978,2n Cycle,Divorced,21282.0,1,0,2014-05-11,49,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,49,46,Low income,Low spending,Recent
8414,1962,PhD,Single,33419.0,0,1,2013-08-17,316,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,316,86,Low income,Low spending,Moderate
819,1945,Graduation,Widow,63285.0,0,0,2013-11-05,236,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,236,1103,High income,High spending,Recent
4961,1974,Master,Together,21255.0,1,0,2014-01-21,159,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,159,61,Low income,Low spending,Recent
749,1981,Graduation,Together,42162.0,1,0,2013-11-19,222,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,222,145,Normal income,Normal spending,Recent
5430,1956,Graduation,Together,54450.0,1,1,2012-09-14,653,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,653,684,Normal income,Normal spending,Inactive
7755,1954,PhD,Married,57744.0,0,1,2013-11-12,229,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,229,411,Normal income,Normal spending,Recent
10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,624,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,624,27,Low income,Low spending,Inactive
1453,1943,PhD,Widow,57513.0,0,0,2013-07-06,358,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,358,1060,Normal income,High spending,Moderate
8310,1964,Graduation,Together,68142.0,0,1,2012-08-29,669,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,669,1459,High income,High spending,Inactive
10710,1979,Graduation,Married,7500.0,0,1,2012-08-29,669,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,669,18,Low income,Low spending,Inactive
5031,1974,Graduation,Together,83145.0,0,0,2012-09-22,645,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,645,1833,High income,High spending,Inactive
2613,1960,Master,Married,54197.0,0,1,2014-04-03,87,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,87,237,Normal income,Normal spending,Recent
213,1963,PhD,Single,23091.0,1,1,2014-05-28,32,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,32,48,Low income,Low spending,Recent
967,1976,Graduation,Married,46049.0,1,1,2013-07-21,343,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,343,515,Normal income,Normal spending,Moderate
1077,1974,Graduation,Together,56715.0,0,0,2012-12-05,571,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,571,1020,Normal income,High spending,Inactive
7959,1961,Graduation,Married,79410.0,0,0,2014-05-29,31,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,31,1370,High income,High spending,Recent
640,1951,Graduation,Married,57304.0,0,1,2013-03-11,475,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,475,1026,Normal income,High spending,Inactive
4252,1965,Graduation,Married,44375.0,0,1,2014-03-23,98,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,98,301,Normal income,Normal spending,Recent
8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,653,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,653,684,Normal income,Normal spending,Inactive
6218,1965,Graduation,Married,59594.0,0,1,2012-10-20,617,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,617,499,Normal income,Normal spending,Inactive
6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,676,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,676,1004,High income,High spending,Inactive
5922,1974,PhD,Married,40344.0,0,1,2013-10-13,259,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,259,218,Normal income,Normal spending,Moderate
3598,1972,Graduation,Married,62710.0,0,1,2013-05-23,402,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,402,606,Normal income,Normal spending,Moderate
6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,359,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,359,75,Normal income,Low spending,Moderate
6263,1968,Graduation,Together,35322.0,1,2,2012-08-22,676,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,676,106,Low income,Low spending,Inactive
10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,396,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,396,990,High income,High spending,Moderate
2410,1969,Graduation,Single,81657.0,0,0,2014-01-22,158,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,158,1097,High income,High spending,Recent
193,1996,Basic,Married,14421.0,0,0,2014-02-17,132,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,132,16,Low income,Low spending,Recent
3363,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,104,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,104,34,Low income,Low spending,Recent
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,672,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,672,1711,High income,High spending,Inactive
10660,1957,Master,Married,66726.0,1,1,2014-01-12,168,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,168,438,High income,Normal spending,Recent
8686,1979,Basic,Together,23724.0,1,0,2013-01-08,537,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,537,75,Low income,Low spending,Inactive
1604,1960,Master,Married,47353.0,0,1,2013-11-13,228,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,228,225,Normal income,Normal spending,Recent
5907,1952,Master,Married,33444.0,1,1,2012-11-03,603,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,603,18,Low income,Low spending,Inactive
10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,408,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,408,470,Normal income,Normal spending,Moderate
2918,1981,Graduation,Divorced,28510.0,1,1,2013-04-13,442,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,442,91,Low income,Low spending,Moderate
5735,1991,Master,Single,90638.0,0,0,2014-02-13,136,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,136,2525,High income,High spending,Recent
359,1950,Graduation,Together,48070.0,0,1,2013-01-13,532,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,532,504,Normal income,Normal spending,Inactive
8387,1957,Graduation,Married,43140.0,0,1,2013-01-05,540,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,540,235,Normal income,Normal spending,Inactive
1829,1961,PhD,Divorced,54959.0,0,1,2013-01-19,526,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,526,1232,Normal income,High spending,Inactive
3839,1958,Basic,Single,15056.0,1,1,2013-05-03,422,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,422,88,Low income,Low spending,Moderate
9392,1971,Graduation,Single,26954.0,1,0,2014-05-08,52,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,17,Low income,Low spending,Recent
2292,1985,Graduation,Single,22327.0,1,0,2013-08-02,331,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,331,24,Low income,Low spending,Moderate
10466,1965,Graduation,Married,44393.0,1,1,2013-08-22,311,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,311,60,Normal income,Low spending,Moderate
9855,1952,PhD,Single,62000.0,0,1,2013-08-25,308,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,308,1020,Normal income,High spending,Moderate
4088,1962,PhD,Together,31497.0,0,1,2012-12-06,570,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,570,155,Low income,Normal spending,Inactive
5231,1974,2n Cycle,Married,45894.0,0,2,2014-02-27,122,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,122,51,Normal income,Low spending,Recent
590,1970,Master,Divorced,78579.0,0,0,2012-12-22,554,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,554,1812,High income,High spending,Inactive
8732,1969,Master,Widow,67369.0,0,1,2012-11-17,589,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,589,1461,High income,High spending,Inactive
2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,70,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,70,96,Normal income,Low spending,Recent
3515,1952,Graduation,Single,62307.0,0,1,2014-02-17,132,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,132,160,Normal income,Normal spending,Recent
2245,1969,Master,Married,43641.0,1,1,2013-04-22,433,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,433,139,Normal income,Normal spending,Moderate
6283,1968,Master,Divorced,63841.0,0,1,2013-04-21,434,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,434,908,High income,High spending,Moderate
2246,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,301,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,301,183,Normal income,Normal spending,Moderate
6606,1969,Master,Married,70091.0,1,0,2013-03-31,455,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,455,1161,High income,High spending,Moderate
5545,1972,PhD,Married,78075.0,0,0,2014-04-05,85,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,85,988,High income,High spending,Recent
7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,658,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,658,1072,Normal income,High spending,Inactive
837,1977,Graduation,Married,54809.0,1,1,2013-09-11,291,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,291,174,Normal income,Normal spending,Moderate
9500,1959,Graduation,Married,58113.0,0,1,2013-01-25,520,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,520,758,Normal income,Normal spending,Inactive
3602,1958,Master,Married,51412.0,0,1,2013-12-31,180,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,180,195,Normal income,Normal spending,Recent
234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,627,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,627,31,Low income,Low spending,Inactive
2995,1957,Master,Together,66636.0,0,0,2013-08-17,316,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,316,1084,High income,High spending,Moderate
1118,1956,Master,Married,50965.0,0,1,2013-02-20,494,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,494,685,Normal income,Normal spending,Inactive
7789,1965,PhD,Married,84618.0,0,0,2013-11-22,219,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,219,1672,High income,High spending,Recent
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,243,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,243,43,Low income,Low spending,Recent
8955,1957,PhD,Together,40451.0,0,2,2014-02-16,133,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,133,49,Normal income,Low spending,Recent
945,1965,Graduation,Together,36317.0,0,1,2013-05-22,403,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,403,133,Low income,Normal spending,Moderate
5644,1957,Graduation,Together,42213.0,0,1,2013-10-12,260,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,260,363,Normal income,Normal spending,Moderate
7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,440,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,440,545,High income,Normal spending,Moderate
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,245,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,245,1065,High income,High spending,Moderate
697,1969,Graduation,Together,74918.0,0,0,2013-03-12,474,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,474,2047,High income,High spending,Inactive
3439,1972,Graduation,Married,56721.0,1,1,2012-10-31,606,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,606,296,Normal income,Normal spending,Inactive
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,366,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,366,140,Normal income,Normal spending,Moderate
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,347,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,347,530,Normal income,Normal spending,Moderate
8876,1963,PhD,Together,33629.0,1,1,2012-08-08,690,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,690,152,Low income,Normal spending,Inactive
4500,1991,PhD,Together,68682.0,0,0,2013-10-06,266,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,266,1598,High income,High spending,Moderate
9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,526,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,526,114,Low income,Low spending,Inactive
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,676,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,676,101,Low income,Low spending,Inactive
1176,1973,Graduation,Married,26228.0,1,0,2013-09-22,280,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,280,25,Low income,Low spending,Moderate
1627,1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,519,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,519,789,High income,Normal spending,Inactive
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,334,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,334,87,Normal income,Low spending,Moderate
2740,1958,PhD,Widow,33438.0,1,1,2013-09-22,280,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,280,90,Low income,Low spending,Moderate
257,1959,PhD,Married,75032.0,0,1,2013-04-28,427,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,427,1215,High income,High spending,Moderate
4058,1955,PhD,Single,61284.0,0,0,2013-10-12,260,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,260,811,Normal income,Normal spending,Moderate
7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,615,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,615,61,Low income,Low spending,Inactive
8210,1975,Master,Married,54730.0,0,1,2013-08-15,318,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,318,405,Normal income,Normal spending,Moderate
833,1955,Master,Married,38452.0,1,1,2014-03-30,91,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,91,72,Low income,Low spending,Recent
6230,1971,Graduation,Divorced,44421.0,1,1,2013-02-15,499,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,499,189,Normal income,Normal spending,Inactive
7325,1986,PhD,Together,38197.0,1,0,2013-06-29,365,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,365,40,Low income,Low spending,Moderate
1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,140,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,140,63,Normal income,Low spending,Recent
1502,1983,Graduation,Together,28427.0,1,0,2013-03-21,465,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,465,52,Low income,Low spending,Moderate
6211,1976,PhD,Together,37395.0,1,0,2014-05-02,58,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,58,39,Low income,Low spending,Recent
843,1971,Graduation,Married,64722.0,1,0,2014-05-26,34,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,34,805,High income,Normal spending,Recent
4174,1956,Master,Together,55249.0,0,1,2014-04-17,73,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,73,130,Normal income,Normal spending,Recent
9757,1972,Graduation,Together,84906.0,0,0,2013-10-04,268,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,268,1631,High income,High spending,Moderate
6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,360,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,360,34,Low income,Low spending,Moderate
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,212,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,212,152,Normal income,Normal spending,Recent
11086,1984,Basic,Single,25707.0,1,0,2014-01-18,162,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,162,21,Low income,Low spending,Recent
1921,1967,PhD,Married,59062.0,2,1,2013-10-03,269,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,269,71,Normal income,Low spending,Moderate
4138,1962,Graduation,Single,76624.0,0,1,2014-05-24,36,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,36,899,High income,High spending,Recent
7718,1947,Master,Together,66000.0,0,0,2014-04-20,70,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,70,711,High income,Normal spending,Recent
1291,1978,PhD,Together,27683.0,1,0,2012-08-04,694,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,694,351,Low income,Normal spending,Inactive
6862,1971,Graduation,Divorced,1730.0,0,0,2014-05-18,42,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,42,8,Low income,Low spending,Recent
4136,1992,Basic,Single,7500.0,1,0,2012-12-03,573,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,573,119,Low income,Normal spending,Inactive
803,1968,Graduation,Together,40521.0,1,1,2013-04-05,450,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,450,21,Normal income,Low spending,Moderate
4298,1973,PhD,Together,20427.0,1,0,2014-03-24,97,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,97,10,Low income,Low spending,Recent
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,36,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,36,973,High income,High spending,Recent
9606,1965,PhD,Married,69969.0,0,0,2013-08-27,306,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,306,1536,High income,High spending,Moderate
8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,348,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,348,992,High income,High spending,Moderate
5153,1967,PhD,Married,77766.0,0,1,2013-02-22,492,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,492,1529,High income,High spending,Inactive
961,1972,Graduation,Married,74716.0,0,1,2013-09-12,290,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,290,860,High income,High spending,Moderate
5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,254,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,254,928,High income,High spending,Moderate
6653,1970,PhD,Married,55158.0,1,1,2012-07-30,699,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,699,418,Normal income,Normal spending,Inactive
9094,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,695,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,695,587,High income,Normal spending,Inactive
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,48,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,48,641,High income,Normal spending,Recent
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,102,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,102,23,Low income,Low spending,Recent
2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,317,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,317,2279,High income,High spending,Moderate
5107,1973,PhD,Divorced,35860.0,1,1,2014-05-19,41,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,41,49,Low income,Low spending,Recent
3979,1983,PhD,Divorced,90687.0,0,0,2013-05-22,403,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,403,1779,High income,High spending,Moderate
6049,1982,Master,Together,73450.0,0,0,2013-12-05,206,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,206,1804,High income,High spending,Recent
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,358,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,358,48,Low income,Low spending,Moderate
